497																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
36																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
5																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
0.728	0.834	1.705	0.882	0.175	1.197	0.496	1.596	0.559	0.533	0.659	0.671	0.163	0.461	0.551	0.767	1.319	0.418	0.139	0.688	0.34	0.85	0.596	0.643	0.938	0.78	0.508	0.559	0.443	0.782	0.186	0.634	0.149	0.479	0.836	0.546																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.678	0.784	1.659	0.837	0.139	1.148	0.448	1.555	0.524	0.487	0.611	0.621	0.213	0.415	0.502	0.718	1.269	0.369	0.113	0.649	0.293	0.8	0.563	0.595	0.897	0.731	0.458	0.514	0.462	0.732	0.206	0.584	0.102	0.434	0.797	0.497																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.668	0.771	1.652	0.821	0.141	1.134	0.439	1.552	0.524	0.471	0.602	0.611	0.225	0.408	0.488	0.704	1.258	0.355	0.12	0.647	0.285	0.787	0.565	0.58	0.894	0.719	0.445	0.509	0.477	0.721	0.222	0.571	0.096	0.418	0.795	0.484																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.616	0.718	1.608	0.77	0.13	1.081	0.391	1.515	0.499	0.419	0.553	0.56	0.279	0.366	0.434	0.651	1.206	0.301	0.128	0.615	0.241	0.733	0.541	0.527	0.856	0.666	0.392	0.468	0.511	0.669	0.26	0.517	0.064	0.367	0.761	0.43																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.549	0.639	1.562	0.681	0.185	0.998	0.344	1.487	0.503	0.331	0.499	0.498	0.362	0.335	0.35	0.566	1.138	0.219	0.202	0.603	0.212	0.651	0.55	0.442	0.831	0.596	0.318	0.44	0.593	0.602	0.348	0.438	0.115	0.278	0.746	0.348																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.588	0.67	1.606	0.696	0.213	1.025	0.389	1.533	0.548	0.35	0.542	0.539	0.341	0.382	0.378	0.591	1.175	0.25	0.221	0.649	0.259	0.68	0.594	0.467	0.878	0.632	0.354	0.487	0.605	0.64	0.353	0.469	0.141	0.294	0.793	0.379																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.614	0.686	1.639	0.695	0.254	1.036	0.425	1.571	0.592	0.355	0.574	0.567	0.345	0.422	0.391	0.601	1.197	0.27	0.257	0.691	0.3	0.692	0.638	0.477	0.918	0.655	0.378	0.527	0.635	0.664	0.38	0.486	0.182	0.297	0.834	0.395																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.576	0.65	1.601	0.666	0.243	1.002	0.389	1.536	0.565	0.323	0.537	0.53	0.371	0.389	0.356	0.567	1.16	0.233	0.254	0.66	0.269	0.658	0.612	0.443	0.884	0.617	0.34	0.493	0.64	0.627	0.388	0.45	0.172	0.266	0.802	0.359																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.563	0.636	1.59	0.652	0.249	0.987	0.379	1.527	0.562	0.308	0.525	0.517	0.386	0.382	0.341	0.552	1.146	0.219	0.262	0.654	0.263	0.643	0.609	0.428	0.876	0.604	0.327	0.486	0.65	0.613	0.4	0.435	0.179	0.251	0.795	0.345																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.546	0.617	1.574	0.633	0.256	0.967	0.366	1.514	0.557	0.288	0.51	0.5	0.405	0.372	0.322	0.533	1.128	0.201	0.273	0.646	0.256	0.623	0.605	0.408	0.864	0.586	0.309	0.475	0.662	0.595	0.413	0.416	0.187	0.231	0.786	0.325																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.529	0.593	1.562	0.602	0.283	0.94	0.361	1.509	0.568	0.26	0.499	0.486	0.436	0.374	0.297	0.506	1.107	0.182	0.302	0.65	0.264	0.597	0.616	0.381	0.862	0.566	0.292	0.476	0.693	0.577	0.445	0.393	0.215	0.202	0.788	0.303																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.501	0.562	1.536	0.572	0.297	0.909	0.342	1.488	0.561	0.229	0.475	0.46	0.465	0.36	0.266	0.475	1.078	0.155	0.32	0.637	0.256	0.567	0.61	0.35	0.843	0.537	0.265	0.46	0.712	0.549	0.467	0.363	0.231	0.171	0.772	0.273																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.471	0.528	1.509	0.539	0.317	0.875	0.324	1.466	0.557	0.194	0.451	0.432	0.498	0.35	0.233	0.44	1.045	0.127	0.343	0.626	0.254	0.532	0.606	0.316	0.825	0.505	0.236	0.446	0.735	0.518	0.494	0.33	0.254	0.137	0.758	0.24																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.47	0.537	1.504	0.56	0.286	0.888	0.308	1.454	0.531	0.212	0.441	0.427	0.478	0.328	0.242	0.454	1.049	0.123	0.313	0.604	0.227	0.544	0.58	0.329	0.809	0.507	0.233	0.427	0.705	0.518	0.466	0.337	0.225	0.157	0.739	0.246																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.51	0.583	1.539	0.607	0.256	0.936	0.333	1.482	0.535	0.259	0.475	0.465	0.431	0.343	0.289	0.502	1.093	0.166	0.278	0.618	0.231	0.591	0.583	0.377	0.833	0.551	0.274	0.445	0.67	0.56	0.426	0.382	0.19	0.204	0.756	0.291																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.504	0.582	1.529	0.615	0.238	0.938	0.319	1.468	0.516	0.265	0.465	0.457	0.425	0.326	0.29	0.504	1.089	0.163	0.262	0.601	0.212	0.592	0.564	0.379	0.818	0.546	0.268	0.429	0.654	0.555	0.412	0.381	0.174	0.212	0.74	0.291																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.479	0.555	1.508	0.588	0.256	0.91	0.303	1.451	0.512	0.238	0.444	0.434	0.453	0.316	0.262	0.476	1.063	0.136	0.283	0.592	0.208	0.564	0.561	0.351	0.803	0.52	0.243	0.417	0.675	0.529	0.436	0.354	0.195	0.185	0.729	0.263																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.456	0.529	1.488	0.562	0.275	0.883	0.289	1.436	0.511	0.212	0.425	0.412	0.48	0.308	0.236	0.45	1.038	0.111	0.304	0.584	0.207	0.538	0.56	0.325	0.79	0.496	0.22	0.407	0.695	0.506	0.459	0.328	0.216	0.16	0.719	0.237																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.471	0.551	1.497	0.592	0.244	0.908	0.289	1.437	0.496	0.241	0.432	0.424	0.453	0.3	0.26	0.476	1.056	0.131	0.273	0.576	0.191	0.562	0.544	0.351	0.788	0.513	0.235	0.401	0.665	0.521	0.428	0.35	0.185	0.19	0.713	0.259																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.484	0.573	1.501	0.624	0.209	0.934	0.286	1.434	0.474	0.273	0.437	0.434	0.426	0.288	0.287	0.503	1.072	0.154	0.238	0.561	0.172	0.587	0.523	0.379	0.781	0.53	0.252	0.391	0.629	0.536	0.393	0.372	0.15	0.224	0.702	0.283																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.442	0.525	1.468	0.574	0.252	0.884	0.262	1.41	0.478	0.223	0.404	0.395	0.476	0.277	0.236	0.452	1.028	0.105	0.284	0.553	0.175	0.537	0.528	0.328	0.763	0.485	0.207	0.377	0.673	0.493	0.442	0.324	0.198	0.176	0.689	0.234																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.404	0.481	1.436	0.531	0.289	0.84	0.242	1.386	0.481	0.181	0.373	0.36	0.52	0.269	0.192	0.408	0.987	0.061	0.324	0.544	0.184	0.493	0.53	0.284	0.743	0.445	0.168	0.364	0.71	0.454	0.483	0.28	0.239	0.138	0.676	0.19																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.412	0.485	1.446	0.528	0.295	0.842	0.255	1.398	0.494	0.177	0.384	0.37	0.519	0.283	0.193	0.409	0.994	0.067	0.329	0.558	0.196	0.495	0.544	0.284	0.756	0.451	0.176	0.378	0.717	0.462	0.487	0.284	0.243	0.131	0.689	0.194																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.422	0.49	1.458	0.524	0.305	0.843	0.271	1.413	0.511	0.173	0.398	0.381	0.52	0.3	0.196	0.41	1.001	0.076	0.337	0.575	0.213	0.498	0.561	0.285	0.772	0.46	0.186	0.395	0.726	0.471	0.494	0.289	0.25	0.123	0.706	0.198																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.391	0.459	1.427	0.501	0.32	0.814	0.249	1.385	0.5	0.15	0.369	0.351	0.547	0.284	0.166	0.381	0.969	0.045	0.355	0.556	0.208	0.468	0.55	0.256	0.747	0.428	0.155	0.375	0.741	0.439	0.514	0.258	0.27	0.107	0.685	0.167																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.377	0.442	1.415	0.484	0.335	0.797	0.244	1.376	0.502	0.134	0.359	0.338	0.565	0.284	0.149	0.364	0.954	0.034	0.371	0.554	0.216	0.451	0.552	0.239	0.741	0.412	0.142	0.372	0.756	0.424	0.53	0.241	0.286	0.095	0.68	0.15																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.417	0.477	1.456	0.502	0.329	0.827	0.281	1.417	0.529	0.152	0.399	0.379	0.539	0.314	0.181	0.393	0.992	0.075	0.361	0.588	0.233	0.483	0.579	0.268	0.779	0.452	0.183	0.406	0.75	0.464	0.517	0.277	0.274	0.1	0.716	0.187																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.407	0.458	1.448	0.477	0.354	0.806	0.286	1.415	0.543	0.128	0.396	0.373	0.563	0.326	0.163	0.371	0.976	0.076	0.386	0.597	0.252	0.462	0.593	0.246	0.782	0.438	0.177	0.414	0.776	0.453	0.543	0.261	0.299	0.075	0.722	0.171																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.425	0.469	1.466	0.476	0.364	0.812	0.308	1.435	0.564	0.131	0.417	0.392	0.562	0.347	0.175	0.378	0.99	0.097	0.395	0.618	0.271	0.471	0.614	0.254	0.803	0.454	0.197	0.436	0.786	0.469	0.55	0.274	0.307	0.073	0.744	0.186																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.395	0.431	1.437	0.436	0.396	0.772	0.302	1.414	0.57	0.09	0.397	0.367	0.602	0.349	0.139	0.338	0.954	0.095	0.429	0.615	0.286	0.432	0.62	0.215	0.789	0.42	0.176	0.432	0.818	0.438	0.585	0.239	0.342	0.033	0.736	0.154																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.376	0.409	1.418	0.416	0.411	0.749	0.296	1.398	0.569	0.068	0.382	0.35	0.623	0.347	0.118	0.315	0.931	0.096	0.445	0.608	0.292	0.409	0.619	0.192	0.777	0.4	0.163	0.426	0.832	0.417	0.603	0.218	0.359	0.016	0.727	0.134																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.379	0.405	1.421	0.403	0.427	0.741	0.309	1.405	0.584	0.059	0.39	0.356	0.635	0.362	0.119	0.307	0.929	0.112	0.46	0.621	0.308	0.403	0.633	0.186	0.786	0.4	0.173	0.439	0.848	0.419	0.617	0.217	0.374	0	0.738	0.138																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.345	0.384	1.387	0.409	0.41	0.73	0.269	1.367	0.546	0.059	0.351	0.318	0.635	0.323	0.09	0.296	0.905	0.081	0.446	0.581	0.278	0.387	0.596	0.171	0.746	0.37	0.132	0.399	0.83	0.387	0.605	0.19	0.362	0.041	0.697	0.104																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.367	0.406	1.409	0.423	0.4	0.75	0.28	1.386	0.553	0.073	0.369	0.338	0.618	0.331	0.112	0.316	0.927	0.081	0.435	0.593	0.277	0.408	0.603	0.191	0.763	0.392	0.149	0.41	0.821	0.409	0.593	0.212	0.349	0.031	0.712	0.126																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.357	0.403	1.398	0.432	0.387	0.752	0.262	1.373	0.535	0.082	0.355	0.326	0.613	0.313	0.108	0.317	0.922	0.063	0.423	0.575	0.26	0.408	0.584	0.193	0.747	0.385	0.134	0.392	0.808	0.4	0.583	0.206	0.339	0.049	0.695	0.117																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.374	0.425	1.415	0.453	0.369	0.774	0.265	1.385	0.532	0.102	0.367	0.341	0.591	0.311	0.129	0.34	0.942	0.057	0.404	0.577	0.249	0.43	0.581	0.215	0.756	0.404	0.146	0.395	0.79	0.419	0.563	0.227	0.319	0.06	0.7	0.137																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.361	0.423	1.401	0.466	0.352	0.777	0.241	1.366	0.506	0.117	0.348	0.325	0.584	0.285	0.129	0.344	0.936	0.031	0.388	0.552	0.225	0.431	0.555	0.219	0.734	0.395	0.129	0.37	0.772	0.408	0.548	0.222	0.305	0.083	0.676	0.132																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.344	0.4	1.385	0.444	0.372	0.754	0.239	1.354	0.511	0.097	0.336	0.31	0.607	0.289	0.106	0.321	0.915	0.041	0.41	0.552	0.238	0.408	0.561	0.196	0.726	0.376	0.115	0.369	0.792	0.389	0.57	0.201	0.327	0.073	0.672	0.11																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.329	0.38	1.371	0.422	0.393	0.732	0.241	1.345	0.519	0.078	0.328	0.298	0.63	0.296	0.084	0.298	0.896	0.06	0.431	0.554	0.254	0.386	0.568	0.174	0.721	0.358	0.108	0.371	0.812	0.373	0.591	0.181	0.348	0.068	0.671	0.091																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.312	0.354	1.354	0.395	0.42	0.705	0.248	1.335	0.531	0.058	0.32	0.286	0.657	0.308	0.059	0.271	0.873	0.086	0.458	0.559	0.275	0.36	0.58	0.146	0.717	0.338	0.105	0.378	0.837	0.354	0.619	0.158	0.376	0.07	0.672	0.071																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.334	0.369	1.376	0.394	0.423	0.714	0.269	1.358	0.55	0.046	0.344	0.309	0.652	0.327	0.075	0.279	0.89	0.092	0.46	0.58	0.287	0.371	0.599	0.155	0.741	0.357	0.128	0.399	0.843	0.375	0.62	0.175	0.376	0.047	0.694	0.092																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.343	0.367	1.383	0.377	0.443	0.706	0.291	1.371	0.573	0.026	0.359	0.322	0.664	0.35	0.081	0.272	0.89	0.114	0.479	0.601	0.309	0.366	0.622	0.149	0.758	0.362	0.148	0.42	0.863	0.382	0.638	0.179	0.394	0.038	0.714	0.103																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.353	0.37	1.393	0.37	0.453	0.705	0.306	1.383	0.588	0.024	0.373	0.334	0.669	0.365	0.092	0.272	0.895	0.127	0.489	0.617	0.323	0.367	0.637	0.15	0.772	0.37	0.163	0.436	0.874	0.391	0.647	0.187	0.403	0.036	0.729	0.115																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.352	0.351	1.386	0.333	0.492	0.675	0.332	1.386	0.618	0.03	0.384	0.34	0.705	0.395	0.099	0.245	0.877	0.164	0.528	0.639	0.36	0.343	0.666	0.13	0.784	0.362	0.185	0.46	0.913	0.385	0.686	0.182	0.442	0.071	0.746	0.126																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.399	0.37	1.42	0.301	0.546	0.668	0.398	1.433	0.684	0.096	0.442	0.394	0.74	0.461	0.16	0.253	0.894	0.226	0.578	0.704	0.423	0.353	0.732	0.161	0.841	0.4	0.25	0.525	0.967	0.426	0.734	0.228	0.491	0.119	0.808	0.188																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.313	0.313	1.345	0.317	0.499	0.645	0.31	1.347	0.598	0.037	0.349	0.303	0.727	0.377	0.067	0.211	0.839	0.166	0.537	0.612	0.354	0.307	0.646	0.092	0.749	0.322	0.161	0.435	0.918	0.345	0.697	0.142	0.453	0.096	0.715	0.096																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.325	0.333	1.361	0.336	0.481	0.666	0.305	1.358	0.592	0.016	0.355	0.312	0.706	0.37	0.07	0.233	0.858	0.149	0.518	0.611	0.341	0.328	0.641	0.112	0.755	0.338	0.157	0.433	0.901	0.36	0.678	0.156	0.434	0.075	0.717	0.097																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.334	0.347	1.372	0.351	0.468	0.682	0.303	1.366	0.588	0	0.359	0.318	0.69	0.365	0.075	0.248	0.872	0.137	0.505	0.611	0.331	0.344	0.636	0.127	0.759	0.349	0.156	0.431	0.888	0.37	0.664	0.166	0.42	0.059	0.719	0.101																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.295	0.326	1.336	0.366	0.449	0.674	0.258	1.324	0.545	0.047	0.314	0.275	0.688	0.323	0.034	0.24	0.847	0.116	0.488	0.565	0.299	0.33	0.593	0.115	0.713	0.316	0.11	0.385	0.866	0.334	0.649	0.133	0.407	0.085	0.673	0.056																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.308	0.331	1.347	0.358	0.457	0.674	0.274	1.338	0.561	0.03	0.329	0.289	0.691	0.338	0.046	0.24	0.854	0.123	0.496	0.581	0.312	0.332	0.609	0.115	0.729	0.326	0.127	0.402	0.875	0.345	0.656	0.143	0.413	0.075	0.689	0.071																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.289	0.304	1.326	0.335	0.48	0.647	0.279	1.322	0.567	0.046	0.319	0.276	0.718	0.346	0.036	0.212	0.828	0.147	0.519	0.581	0.329	0.305	0.615	0.088	0.719	0.303	0.13	0.404	0.897	0.324	0.68	0.12	0.437	0.101	0.684	0.064																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.281	0.271	1.308	0.288	0.527	0.604	0.309	1.315	0.599	0.078	0.328	0.278	0.763	0.381	0.069	0.17	0.797	0.193	0.566	0.602	0.372	0.266	0.646	0.05	0.726	0.285	0.164	0.43	0.942	0.31	0.727	0.11	0.484	0.137	0.699	0.094																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
0.268	0.232	1.279	0.246	0.57	0.558	0.334	1.297	0.622	0.124	0.331	0.276	0.81	0.409	0.108	0.125	0.758	0.238	0.611	0.616	0.411	0.222	0.668	0.029	0.723	0.261	0.195	0.449	0.984	0.289	0.771	0.106	0.53	0.183	0.703	0.127																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
